School_Name,Location_Code,District,Latitude,Longitude,City,Zip,Grade_Low,Grade_High,Economic_Need_Index,School_Income_Estimate,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent Black / Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Rigorous_Instruction_Rating,Collaborative Teachers %,Collaborative_Teachers_Rating,Supportive Environment %,Supportive_Environment_Rating,Effective School Leadership %,Effective_School_Leadership_Rating,Strong Family-Community Ties %,Strong_Family-Community_Ties_Rating,Trust %,Trust_Rating,Student_Achievement_Rating,Average_ELA_Proficiency,Average_Math_Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
EXCELLENCE BOYS CHARTER SCHOOL,84K593,16,40.68345,-73.92585,BROOKLYN,11233,0K,8,0.652,41262.87,0.02,0.02,0.88,0.08,0.96,0.01,0.94,0,0.89,Meeting Target,0.88,Meeting Target,0.77,Approaching Target,0.84,Meeting Target,0.86,Meeting Target,0.85,Meeting Target,Meeting Target,2.63,3.2,85,4,0,3,0,0,0,0,0,4,85,28,0,25,0,0,0,0,0,23,84,22,0,21,0,0,0,0,0,14,84,50,0,46,0,0,0,0,0,39,56,8,0,7,0,0,0,0,0,2,83,11,0,9,0,0,0,0,0,6,74,12,0,11,0,0,0,0,0,6,74,17,0,14,0,0,0,0,0,11,70,3,0,3,0,0,0,0,0,3,71,15,0,14,0,0,0,0,0,6,50,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KINGS COLLEGIATE CHARTER SCHOOL,84K608,18,40.67747,-73.94207,BROOKLYN,11212,5,12,0.477,NA,0.01,0,0.97,0.02,0.99,0,0.97,0.05,0.84,Approaching Target,0.89,Meeting Target,0.86,Exceeding Target,0.89,Exceeding Target,0.85,Exceeding Target,0.94,Exceeding Target,Exceeding Target,2.67,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,0,1,0,0,0,0,0,0,85,8,0,8,0,0,0,0,0,6,86,11,0,11,0,0,0,0,0,7,85,16,0,15,0,0,0,0,0,10,83,6,0,6,0,0,0,0,0,5,83,18,0,18,0,0,0,0,0,15,71,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,84K626,23,40.67449,-73.91325,BROOKLYN,11233,0K,5,0.735,35872.33,0.01,0,0.88,0.11,0.99,0,0.98,0.04,0.91,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.91,Meeting Target,Approaching Target,2.59,2.78,84,11,0,10,1,0,0,0,0,9,87,29,0,28,1,0,0,0,0,24,89,14,0,13,1,0,0,0,0,12,89,22,0,22,0,0,0,0,0,18,93,7,0,7,0,0,0,0,0,6,93,9,0,8,1,0,0,0,0,6,81,12,0,10,2,0,0,0,0,10,81,29,0,26,3,0,0,0,0,23,86,6,0,6,0,0,0,0,0,5,86,12,0,12,0,0,0,0,0,9,90,19,0,17,2,0,0,0,0,14,90,30,0,28,2,0,0,0,0,22
BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,84K648,16,40.68794,-73.93238,BROOKLYN,11221,5,12,0.69,NA,0.02,0.01,0.77,0.18,0.95,0,0.97,0.06,0.93,Exceeding Target,0.97,Exceeding Target,0.88,Exceeding Target,0.91,Exceeding Target,0.89,Exceeding Target,0.93,Exceeding Target,Meeting Target,2.49,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,0,3,0,0,0,0,0,4,84,4,0,3,1,0,0,0,0,4,90,12,0,9,3,0,0,0,0,9,90,8,0,5,3,0,0,0,0,6,74,1,0,1,0,0,0,0,0,1,74,16,0,8,0,0,0,0,0,9,71,10,0,8,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LA CIMA CHARTER SCHOOL,84K649,16,40.68794,-73.93238,BROOKLYN,11221,0K,5,0.763,37646.78,0.06,0.04,0.68,0.24,0.92,0.02,1,0,0.84,Approaching Target,0.84,Meeting Target,0.87,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.91,Meeting Target,Meeting Target,2.37,2.82,77,7,0,5,2,0,0,0,0,5,78,11,0,8,2,0,0,0,0,8,61,2,0,1,0,0,0,0,0,1,60,6,0,2,1,0,0,0,0,4,39,2,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAVE ACADEMY CHARTER SCHOOL,84K651,15,40.67588,-74.00364,BROOKLYN,11231,0K,8,0.776,33133.86,0.05,0.02,0.42,0.52,0.94,0.03,0.97,0,0.9,Meeting Target,0.84,Meeting Target,0.83,Meeting Target,0.78,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,Meeting Target,2.56,2.84,55,5,0,4,1,0,0,0,0,3,55,14,0,6,7,0,0,0,0,9,55,9,0,0,3,0,0,0,0,6,55,12,0,0,5,0,0,0,0,7,48,3,0,0,1,0,0,0,0,0,48,4,0,1,2,0,0,0,0,1,53,4,0,3,1,0,0,0,0,2,53,3,0,1,2,0,0,0,0,0,45,7,0,0,4,0,0,0,0,3,45,7,0,0,5,0,0,0,0,4,24,3,0,0,2,0,0,0,0,2,24,1,0,0,0,0,0,0,0,1
BROOKLYN ASCEND CHARTER SCHOOL,84K652,18,40.66206,-73.9207,BROOKLYN,11212,0K,12,0.606,45876.16,0.01,0.01,0.95,0.03,0.98,0,0.97,0.04,0.84,Approaching Target,0.87,Meeting Target,0.83,Meeting Target,0.8,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,Approaching Target,2.55,2.56,144,15,0,14,0,0,0,0,0,10,144,41,0,40,0,0,0,0,0,25,143,25,0,23,0,0,0,0,0,22,143,46,0,44,0,0,0,0,0,39,107,7,0,6,0,0,0,0,0,2,107,12,0,11,0,0,0,0,0,8,106,8,0,8,0,0,0,0,0,6,107,13,0,13,0,0,0,0,0,9,78,6,0,0,0,0,0,0,0,3,78,1,0,0,0,0,0,0,0,0,82,8,0,7,0,0,0,0,0,4,81,11,0,11,0,0,0,0,0,6
ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,84K680,19,40.66626,-73.87641,BROOKLYN,11208,0K,5,NA,35778.71,0.03,0.01,0.75,0.23,0.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,4,0,4,0,0,0,0,0,2,96,27,0,20,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITIZENS OF THE WORLD CHARTER SCHOOL 1 WILLIAMSBURG,84K689,14,40.71977,-73.94797,BROOKLYN,11222,0K,5,NA,41476.71,0.14,0.02,0.25,0.63,0.88,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,0,0,1,0,0,0,0,0,45,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITIZENS OF THE WORLD CHARTER SCHOOL NEW YORK 2 CROWN HEIGHTS,84K692,17,40.66394,-73.93606,BROOKLYN,11213,0K,5,NA,40623.06,0.02,0,0.9,0.06,0.96,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN CHARTER SCHOOL,84K701,14,40.69416,-73.94779,BROOKLYN,11206,0K,5,0.757,38916.83,0.07,0.02,0.81,0.16,0.97,0,0.92,0.26,0.86,Approaching Target,0.88,Meeting Target,0.85,Approaching Target,0.84,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,Approaching Target,2.42,2.61,38,1,0,1,0,0,0,0,0,0,38,4,0,3,0,0,0,0,0,3,33,4,0,3,0,0,0,0,0,3,33,10,0,9,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMUNITY PARTNERSHIP CHARTER SCHOOL,84K702,13,40.68963,-73.96109,BROOKLYN,11205,0K,5,0.635,42161.63,0.02,0,0.8,0.15,0.95,0.01,0.95,0.16,0.83,Approaching Target,0.84,Meeting Target,0.79,Approaching Target,0.8,Meeting Target,0.9,Exceeding Target,0.87,Meeting Target,Approaching Target,2.43,2.65,44,2,0,2,0,0,0,0,0,0,46,1,0,1,0,0,0,0,0,0,50,2,0,2,0,0,0,0,0,2,51,1,0,0,0,0,0,0,0,0,47,1,0,1,0,0,0,0,0,1,47,1,0,1,0,0,0,0,0,1,59,6,0,6,0,0,0,0,0,4,58,8,0,8,0,0,0,0,0,5,44,2,0,2,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,1,45,3,0,3,0,0,0,0,0,3,46,1,0,1,0,0,0,0,0,1
BEGINNING WITH CHILDREN CHARTER SCHOOL,84K703,14,40.69922,-73.94522,BROOKLYN,11206,0K,8,0.812,34663.34,0.07,0.02,0.38,0.57,0.95,0.02,1,0,0.88,Meeting Target,0.89,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.89,Meeting Target,0.9,Meeting Target,Approaching Target,2.32,2.34,40,0,0,0,0,0,0,0,0,0,40,3,0,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,46,1,0,0,1,0,0,0,0,0,30,1,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,51,4,0,0,2,0,0,0,0,2,51,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,51,4,0,0,3,0,0,0,0,1,48,4,0,0,3,0,0,0,0,2
EXPLORE CHARTER SCHOOL,84K704,17,40.65639,-73.95146,BROOKLYN,11226,0K,8,0.558,44870.01,0.05,0,0.84,0.12,0.96,0,0.96,0.11,0.83,Approaching Target,0.84,Meeting Target,0.78,Approaching Target,0.73,Approaching Target,0.87,Meeting Target,0.85,Approaching Target,Approaching Target,2.36,2.65,55,3,0,3,0,0,0,0,0,3,55,5,0,4,0,0,0,0,0,4,58,4,0,2,1,0,0,0,0,2,58,7,0,4,1,0,0,0,0,5,60,4,0,4,0,0,0,0,0,2,60,3,0,3,0,0,0,0,0,1,55,5,0,5,0,0,0,0,0,4,55,19,0,16,0,0,0,0,0,11,50,3,0,2,0,0,0,0,0,1,50,1,0,1,0,0,0,0,0,1,55,8,0,0,0,0,0,0,0,6,55,5,0,0,0,0,0,0,0,4
BROOKLYN PROSPECT CHARTER SCHOOL,84K707,15,40.64816,-73.97858,BROOKLYN,11218,6,12,0.354,NA,0.02,0.06,0.15,0.34,0.49,0.37,0.96,0.07,0.85,Approaching Target,0.91,Meeting Target,0.87,Exceeding Target,0.92,Exceeding Target,0.86,Meeting Target,0.94,Exceeding Target,Meeting Target,2.82,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,22,0,1,5,0,11,0,0,8,105,28,0,0,10,0,13,0,1,12,102,6,0,1,1,1,2,1,0,2,99,20,0,1,5,4,8,2,0,5,87,21,0,1,4,1,14,1,0,5,56,4,0,0,1,0,2,0,0,2
BROWNSVILLE COLLEGIATE CHARTER SCHOOL,84K710,23,40.66864,-73.90509,BROOKLYN,11212,5,12,0.719,NA,0.03,0.01,0.72,0.18,0.9,0.01,0.96,0.06,0.88,Meeting Target,0.88,Meeting Target,0.83,Meeting Target,0.85,Meeting Target,0.85,Exceeding Target,0.91,Meeting Target,Meeting Target,2.47,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,0,2,0,0,0,0,0,2,83,1,0,1,0,0,0,0,0,1,85,6,0,2,1,0,0,0,0,5,85,8,0,3,3,0,0,0,0,6,71,6,0,4,2,0,0,0,0,6,71,5,0,4,1,0,0,0,0,3,73,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,84K711,23,40.65576,-73.90668,BROOKLYN,11212,0K,8,0.792,33307.62,0.01,0,0.84,0.14,0.98,0,0.96,0.1,0.9,Meeting Target,0.88,Meeting Target,0.83,Meeting Target,0.83,Meeting Target,0.87,Meeting Target,0.89,Meeting Target,Meeting Target,2.62,3.25,87,8,0,6,0,0,0,0,0,0,87,49,0,41,0,0,0,0,0,0,59,12,0,10,2,0,0,0,0,9,59,35,0,30,4,0,0,0,0,31,84,7,0,6,0,0,0,0,0,7,85,7,0,6,0,0,0,0,0,7,89,16,0,12,0,0,0,0,0,13,88,16,0,11,0,0,0,0,0,13,72,4,0,3,1,0,0,0,0,4,72,6,0,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXCELLENCE GIRLS CHARTER SCHOOL,84K712,16,40.68812,-73.92444,BROOKLYN,11221,0K,8,0.68,40473.95,0.02,0.02,0.84,0.11,0.95,0.01,0.94,0.18,0.93,Meeting Target,0.93,Meeting Target,0.84,Meeting Target,0.88,Exceeding Target,0.89,Meeting Target,0.88,Meeting Target,Meeting Target,2.99,3.48,88,20,0,17,0,0,0,0,0,17,88,52,0,40,8,0,0,0,0,42,81,31,0,27,3,0,0,0,0,26,81,44,0,38,3,0,0,0,0,30,85,9,0,8,0,0,0,0,0,5,83,10,0,8,0,0,0,0,0,5,86,19,0,17,0,0,0,0,0,16,86,25,0,23,1,0,0,0,0,21,75,13,0,9,3,0,0,0,0,7,74,15,1,11,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),84K724,18,40.64404,-73.89274,BROOKLYN,11236,0K,5,0.557,NA,0.01,0.01,0.9,0.06,0.96,0.01,0.96,0.1,0.96,Exceeding Target,0.98,Exceeding Target,0.93,Exceeding Target,0.96,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Exceeding Target,2.49,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,0,2,0,0,0,0,0,2,86,9,0,8,1,0,0,0,0,9,86,9,0,8,0,0,0,0,0,8,86,18,0,16,0,0,0,0,0,15,78,4,0,3,0,0,0,0,0,4,77,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUMMIT ACADEMY CHARTER SCHOOL,84K730,15,40.67785,-74.00482,BROOKLYN,11231,6,12,0.753,NA,0.03,0,0.49,0.43,0.92,0.03,0.89,0.36,0.87,Meeting Target,0.85,Meeting Target,0.83,Meeting Target,0.86,Meeting Target,0.88,Exceeding Target,0.9,Meeting Target,Approaching Target,2.27,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,34,2,0,0,1,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,41,2,0,0,2,0,0,0,0,0
BROOKLYN EXCELSIOR CHARTER SCHOOL,84K731,16,40.68972,-73.92502,BROOKLYN,11221,0K,8,0.699,38826.92,0.02,0.01,0.86,0.12,0.97,0.01,0.95,0.14,0.84,Approaching Target,0.79,Approaching Target,0.81,Approaching Target,0.73,Approaching Target,0.81,Approaching Target,0.86,Approaching Target,Approaching Target,2.35,2.37,71,0,0,0,0,0,0,0,0,0,71,13,0,12,0,0,0,0,0,11,74,7,0,6,0,0,0,0,0,6,75,9,0,5,0,0,0,0,0,9,70,4,0,3,0,0,0,0,0,0,69,4,0,3,0,0,0,0,0,0,71,5,0,2,2,0,0,0,0,4,71,9,0,4,4,0,0,0,0,6,74,2,0,1,1,0,0,0,0,1,71,6,0,5,1,0,0,0,0,5,65,7,0,5,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0
NEW AMERICAN ACADEMY CHARTER SCHOOL,84K736,18,40.64806,-73.92223,BROOKLYN,11203,0K,5,NA,51874.13,0.01,0,0.94,0.06,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,0,0,0,0,0,0,0,0,57,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROWNSVILLE ASCEND CHARTER SCHOOL,84K737,23,40.66898,-73.91787,BROOKLYN,11212,0K,12,0.758,33699.66,0.01,0.01,0.87,0.11,0.98,0,0.95,0.09,0.85,Approaching Target,0.87,Meeting Target,0.86,Meeting Target,0.84,Meeting Target,0.83,Approaching Target,0.92,Meeting Target,Approaching Target,2.48,2.65,114,7,0,7,0,0,0,0,0,1,114,18,0,18,0,0,0,0,0,7,143,20,0,16,2,0,0,0,0,11,143,37,0,27,7,0,0,0,0,16,106,3,0,3,0,0,0,0,0,1,106,3,0,3,0,0,0,0,0,1,108,2,0,1,1,0,0,0,0,0,104,5,0,5,0,0,0,0,0,1,84,2,0,2,0,0,0,0,0,0,83,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKLYN SCHOLARS CHARTER SCHOOL,84K740,19,40.66945,-73.8673,BROOKLYN,11208,0K,8,0.71,33468.7,0.01,0.06,0.69,0.23,0.92,0,0.95,0.12,0.87,Approaching Target,0.88,Meeting Target,0.83,Meeting Target,0.84,Meeting Target,0.89,Exceeding Target,0.92,Meeting Target,Meeting Target,2.45,2.73,81,5,0,2,2,0,0,0,0,3,81,28,0,21,5,0,0,0,0,10,77,10,0,7,2,1,0,0,0,5,77,16,0,10,4,2,0,0,0,10,78,4,0,4,0,0,0,0,0,1,78,8,0,5,1,0,0,0,0,3,78,8,0,6,1,1,0,0,0,3,78,13,0,6,4,3,0,0,0,9,77,1,0,1,0,0,0,0,0,1,78,3,0,2,0,0,0,0,0,1,50,3,0,2,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0
SUCCESS ACADEMY CROWN HEIGHTS (BROOKLYN 7),84K741,17,40.66591,-73.9492,BROOKLYN,11225,0K,5,NA,39389.02,0.01,0.01,0.91,0.07,0.98,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,15,0,13,0,0,0,0,0,11,55,52,0,45,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXPLORE EMPOWER CHARTER SCHOOL,84K742,17,40.67271,-73.92893,BROOKLYN,11213,0K,8,0.78,35280.22,0.04,0.01,0.89,0.08,0.97,0.01,0.94,0.17,0.8,Approaching Target,0.72,Approaching Target,0.8,Approaching Target,0.56,Not Meeting Target,0.83,Approaching Target,0.75,Not Meeting Target,Approaching Target,2.28,2.37,54,2,0,2,0,0,0,0,0,2,54,6,0,5,0,0,0,0,0,6,57,6,0,5,0,0,0,0,0,5,56,2,0,1,0,0,0,0,0,2,54,1,0,0,0,0,0,0,0,1,54,2,0,0,0,0,0,0,0,2,51,1,0,1,0,0,0,0,0,1,53,3,0,3,0,0,0,0,0,1,56,5,0,5,0,0,0,0,0,4,56,4,0,4,0,0,0,0,0,4,44,2,0,2,0,0,0,0,0,2,44,2,0,2,0,0,0,0,0,2
CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,84K744,21,40.59889,-73.97423,BROOKLYN,11223,5,12,0.707,NA,0.03,0.09,0.4,0.32,0.72,0.16,0.95,0.28,0.86,Meeting Target,0.89,Meeting Target,0.82,Meeting Target,0.85,Meeting Target,0.84,Meeting Target,0.92,Meeting Target,Exceeding Target,2.52,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,1,1,0,0,0,0,2,84,5,0,0,3,0,2,0,0,4,80,10,0,0,7,0,1,0,0,9,80,10,0,0,5,1,2,0,0,9,83,6,0,1,1,1,3,0,0,3,84,9,0,2,1,2,4,0,0,6,91,2,0,0,0,0,0,0,0,2,89,18,0,7,3,0,4,0,0,17
